instant_hourly,date,season,year,mnth_hourly,hour,holiday_hourly,weekday_hourly,workingday_hourly,weather_condition,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,total_count,instant_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,time_category
15035,2012-09-23,Winter,2012,9,15,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.6,0.6212,0.33,0.2239,265,375,640,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Afternoon
15036,2012-09-23,Winter,2012,9,16,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.6,0.6212,0.33,0.3284,254,437,691,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Afternoon
15037,2012-09-23,Winter,2012,9,17,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.56,0.5303,0.35,0.2985,227,496,723,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Evening
15038,2012-09-23,Winter,2012,9,18,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.54,0.5152,0.37,0.194,135,405,540,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Evening
15039,2012-09-23,Winter,2012,9,19,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.52,0.5,0.42,0.1642,82,331,413,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Evening
15040,2012-09-23,Winter,2012,9,20,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.52,0.5,0.42,0.1642,60,192,252,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Evening
15041,2012-09-23,Winter,2012,9,21,0,0,Holiday/Weekend,Misty/Cloudy,0.52,0.5,0.48,0.1045,51,145,196,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Night
15042,2012-09-23,Winter,2012,9,22,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.52,0.5,0.48,0.0,40,98,138,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Night
15043,2012-09-23,Winter,2012,9,23,0,0,Holiday/Weekend,Misty/Cloudy,0.5,0.4848,0.59,0.1045,30,70,100,632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Night
15044,2012-09-24,Winter,2012,9,0,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.194,10,54,64,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15045,2012-09-24,Winter,2012,9,1,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.67,0.1343,6,12,18,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15046,2012-09-24,Winter,2012,9,2,0,1,Working Day,Misty/Cloudy,0.46,0.4545,0.63,0.1343,0,8,8,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15047,2012-09-24,Winter,2012,9,3,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1642,0,5,5,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15048,2012-09-24,Winter,2012,9,4,0,1,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.67,0.1045,0,8,8,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15049,2012-09-24,Winter,2012,9,5,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.0,2,35,37,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15050,2012-09-24,Winter,2012,9,6,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.59,0.0,6,162,168,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15051,2012-09-24,Winter,2012,9,7,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.67,0.1343,17,513,530,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15052,2012-09-24,Winter,2012,9,8,0,1,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.55,0.194,31,719,750,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15053,2012-09-24,Winter,2012,9,9,0,1,Working Day,Clear/Partly Cloudy,0.52,0.5,0.52,0.194,42,286,328,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15054,2012-09-24,Winter,2012,9,10,0,1,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.49,0.2239,52,146,198,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15055,2012-09-24,Winter,2012,9,11,0,1,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.37,0.194,71,167,238,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Morning
15056,2012-09-24,Winter,2012,9,12,0,1,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.35,0.2985,77,265,342,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Afternoon
15057,2012-09-24,Winter,2012,9,13,0,1,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.31,0.2985,80,248,328,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Afternoon
15058,2012-09-24,Winter,2012,9,14,0,1,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.28,0.0,77,226,303,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Afternoon
15059,2012-09-24,Winter,2012,9,15,0,1,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.31,0.0,84,216,300,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Afternoon
15060,2012-09-24,Winter,2012,9,16,0,1,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.3,0.2537,99,417,516,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Afternoon
15061,2012-09-24,Winter,2012,9,17,0,1,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.3,0.0,89,809,898,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Evening
15062,2012-09-24,Winter,2012,9,18,0,1,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.37,0.1642,95,758,853,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Evening
15063,2012-09-24,Winter,2012,9,19,0,1,Working Day,Clear/Partly Cloudy,0.52,0.5,0.39,0.1343,56,534,590,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Evening
15064,2012-09-24,Winter,2012,9,20,0,1,Working Day,Clear/Partly Cloudy,0.52,0.5,0.52,0.1045,52,380,432,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Evening
15065,2012-09-24,Winter,2012,9,21,0,1,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.51,0.1343,26,230,256,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15066,2012-09-24,Winter,2012,9,22,0,1,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.51,0.2239,18,154,172,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15067,2012-09-24,Winter,2012,9,23,0,1,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1343,11,83,94,633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Night
15068,2012-09-25,Winter,2012,9,0,0,2,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.67,0.1642,8,56,64,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15069,2012-09-25,Winter,2012,9,1,0,2,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.72,0.1343,2,11,13,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15070,2012-09-25,Winter,2012,9,2,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.77,0.1343,5,9,14,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15071,2012-09-25,Winter,2012,9,3,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.71,0.0896,2,3,5,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15072,2012-09-25,Winter,2012,9,4,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.71,0.1343,2,7,9,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15073,2012-09-25,Winter,2012,9,5,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.77,0.0896,1,46,47,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15074,2012-09-25,Winter,2012,9,6,0,2,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.77,0.2239,5,189,194,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15075,2012-09-25,Winter,2012,9,7,0,2,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.77,0.194,17,539,556,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15076,2012-09-25,Winter,2012,9,8,0,2,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.67,0.194,41,764,805,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15077,2012-09-25,Winter,2012,9,9,0,2,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.56,0.2537,28,381,409,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15078,2012-09-25,Winter,2012,9,10,0,2,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.52,0.2985,45,125,170,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15079,2012-09-25,Winter,2012,9,11,0,2,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.46,0.2985,63,155,218,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Morning
15080,2012-09-25,Winter,2012,9,12,0,2,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.43,0.2836,69,233,302,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Afternoon
15081,2012-09-25,Winter,2012,9,13,0,2,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.47,0.2537,48,257,305,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Afternoon
15082,2012-09-25,Winter,2012,9,14,0,2,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.39,0.3284,80,213,293,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Afternoon
15083,2012-09-25,Winter,2012,9,15,0,2,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.36,0.3284,56,247,303,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Afternoon
15084,2012-09-25,Winter,2012,9,16,0,2,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.39,0.2985,59,436,495,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Afternoon
15085,2012-09-25,Winter,2012,9,17,0,2,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.39,0.2836,107,860,967,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Evening
15086,2012-09-25,Winter,2012,9,18,0,2,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.41,0.2239,64,758,822,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Evening
15087,2012-09-25,Winter,2012,9,19,0,2,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.5,0.2537,49,490,539,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Evening
15088,2012-09-25,Winter,2012,9,20,0,2,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.56,0.2985,37,388,425,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Evening
15089,2012-09-25,Winter,2012,9,21,0,2,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.56,0.2985,34,263,297,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15090,2012-09-25,Winter,2012,9,22,0,2,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.56,0.2836,14,174,188,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15091,2012-09-25,Winter,2012,9,23,0,2,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.56,0.3284,9,89,98,634,0.55,0.544179,0.57,0.236321,845,6693,7538,Night
15092,2012-09-26,Winter,2012,9,0,0,3,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.64,0.2985,6,34,40,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15093,2012-09-26,Winter,2012,9,1,0,3,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.64,0.3284,10,19,29,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15094,2012-09-26,Winter,2012,9,2,0,3,Working Day,Misty/Cloudy,0.58,0.5455,0.64,0.2836,2,15,17,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15095,2012-09-26,Winter,2012,9,3,0,3,Working Day,Misty/Cloudy,0.58,0.5455,0.64,0.2836,4,6,10,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15096,2012-09-26,Winter,2012,9,4,0,3,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.73,0.2537,2,12,14,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15097,2012-09-26,Winter,2012,9,5,0,3,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.73,0.2239,1,35,36,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15098,2012-09-26,Winter,2012,9,6,0,3,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.73,0.194,3,179,182,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15099,2012-09-26,Winter,2012,9,7,0,3,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.77,0.1343,9,523,532,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15100,2012-09-26,Winter,2012,9,8,0,3,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.73,0.2985,30,808,838,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15101,2012-09-26,Winter,2012,9,9,0,3,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.64,0.194,27,307,334,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15102,2012-09-26,Winter,2012,9,10,0,3,Working Day,Clear/Partly Cloudy,0.6,0.5909,0.73,0.2836,29,156,185,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15103,2012-09-26,Winter,2012,9,11,0,3,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.61,0.2537,46,181,227,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Morning
15104,2012-09-26,Winter,2012,9,12,0,3,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.61,0.2239,56,260,316,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Afternoon
15105,2012-09-26,Winter,2012,9,13,0,3,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.58,0.2239,67,273,340,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Afternoon
15106,2012-09-26,Winter,2012,9,14,0,3,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.48,0.2836,60,217,277,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Afternoon
15107,2012-09-26,Winter,2012,9,15,0,3,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.48,0.2985,69,231,300,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Afternoon
15108,2012-09-26,Winter,2012,9,16,0,3,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.45,0.2836,71,397,468,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Afternoon
15109,2012-09-26,Winter,2012,9,17,0,3,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.48,0.2985,77,876,953,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Evening
15110,2012-09-26,Winter,2012,9,18,0,3,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.48,0.2239,69,815,884,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Evening
15111,2012-09-26,Winter,2012,9,19,0,3,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.54,0.1642,38,589,627,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Evening
15112,2012-09-26,Winter,2012,9,20,0,3,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.69,0.194,45,389,434,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Evening
15113,2012-09-26,Winter,2012,9,21,0,3,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.65,0.194,32,328,360,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15114,2012-09-26,Winter,2012,9,22,0,3,Working Day,Light Snow/Rain,0.62,0.6061,0.69,0.194,21,194,215,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15115,2012-09-26,Winter,2012,9,23,0,3,Working Day,Misty/Cloudy,0.6,0.5758,0.78,0.2537,13,102,115,635,0.635,0.596613,0.630833,0.2444,787,6946,7733,Night
15116,2012-09-27,Winter,2012,9,0,0,4,Working Day,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0896,5,60,65,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15117,2012-09-27,Winter,2012,9,1,0,4,Working Day,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0896,5,16,21,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15118,2012-09-27,Winter,2012,9,2,0,4,Working Day,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0896,3,13,16,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15119,2012-09-27,Winter,2012,9,3,0,4,Working Day,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0,0,7,7,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15120,2012-09-27,Winter,2012,9,4,0,4,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.94,0.1343,2,6,8,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15121,2012-09-27,Winter,2012,9,5,0,4,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.83,0.0,2,64,66,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15122,2012-09-27,Winter,2012,9,6,0,4,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0896,5,164,169,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15123,2012-09-27,Winter,2012,9,7,0,4,Working Day,Clear/Partly Cloudy,0.6,0.5758,0.78,0.0,12,546,558,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15124,2012-09-27,Winter,2012,9,8,0,4,Working Day,Clear/Partly Cloudy,0.62,0.6061,0.71,0.0896,20,774,794,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15125,2012-09-27,Winter,2012,9,9,0,4,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.65,0.0,30,305,335,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15126,2012-09-27,Winter,2012,9,10,0,4,Working Day,Misty/Cloudy,0.7,0.6515,0.51,0.2836,40,168,208,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15127,2012-09-27,Winter,2012,9,11,0,4,Working Day,Misty/Cloudy,0.72,0.6667,0.51,0.1642,67,227,294,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Morning
15128,2012-09-27,Winter,2012,9,12,0,4,Working Day,Misty/Cloudy,0.74,0.6667,0.48,0.1343,63,272,335,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Afternoon
15129,2012-09-27,Winter,2012,9,13,0,4,Working Day,Misty/Cloudy,0.74,0.6667,0.48,0.0,61,265,326,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Afternoon
15130,2012-09-27,Winter,2012,9,14,0,4,Working Day,Misty/Cloudy,0.76,0.6818,0.45,0.0896,44,214,258,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Afternoon
15131,2012-09-27,Winter,2012,9,15,0,4,Working Day,Misty/Cloudy,0.76,0.6818,0.45,0.0,41,255,296,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Afternoon
15132,2012-09-27,Winter,2012,9,16,0,4,Working Day,Misty/Cloudy,0.72,0.6667,0.58,0.3284,73,399,472,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Afternoon
15133,2012-09-27,Winter,2012,9,17,0,4,Working Day,Misty/Cloudy,0.66,0.6212,0.69,0.2985,87,818,905,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Evening
15134,2012-09-27,Winter,2012,9,18,0,4,Working Day,Misty/Cloudy,0.66,0.6212,0.69,0.2239,77,822,899,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Evening
15135,2012-09-27,Winter,2012,9,19,0,4,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.65,0.1343,48,511,559,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Evening
15136,2012-09-27,Winter,2012,9,20,0,4,Working Day,Misty/Cloudy,0.64,0.6061,0.69,0.2239,45,412,457,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Evening
15137,2012-09-27,Winter,2012,9,21,0,4,Working Day,Light Snow/Rain,0.62,0.5758,0.83,0.2985,18,235,253,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15138,2012-09-27,Winter,2012,9,22,0,4,Working Day,Light Snow/Rain,0.62,0.5758,0.83,0.2985,2,45,47,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15139,2012-09-27,Winter,2012,9,23,0,4,Working Day,Light Snow/Rain,0.62,0.5758,0.83,0.1642,1,44,45,636,0.65,0.607975,0.690833,0.134342,751,6642,7393,Night
15140,2012-09-28,Winter,2012,9,0,0,5,Working Day,Light Snow/Rain,0.6,0.5455,0.88,0.1642,2,15,17,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15141,2012-09-28,Winter,2012,9,1,0,5,Working Day,Light Snow/Rain,0.6,0.5455,0.88,0.0,0,13,13,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15142,2012-09-28,Winter,2012,9,2,0,5,Working Day,Light Snow/Rain,0.6,0.5455,0.88,0.2985,1,9,10,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15143,2012-09-28,Winter,2012,9,3,0,5,Working Day,Misty/Cloudy,0.6,0.5606,0.83,0.1343,0,7,7,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15144,2012-09-28,Winter,2012,9,4,0,5,Working Day,Light Snow/Rain,0.56,0.5303,0.88,0.1045,2,10,12,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15145,2012-09-28,Winter,2012,9,5,0,5,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0,1,37,38,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15146,2012-09-28,Winter,2012,9,6,0,5,Working Day,Misty/Cloudy,0.56,0.5303,0.94,0.0896,2,136,138,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15147,2012-09-28,Winter,2012,9,7,0,5,Working Day,Misty/Cloudy,0.56,0.5303,0.94,0.0,10,384,394,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15148,2012-09-28,Winter,2012,9,8,0,5,Working Day,Clear/Partly Cloudy,0.6,0.5606,0.83,0.0896,31,674,705,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15149,2012-09-28,Winter,2012,9,9,0,5,Working Day,Misty/Cloudy,0.62,0.5758,0.83,0.1045,27,399,426,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15150,2012-09-28,Winter,2012,9,10,0,5,Working Day,Misty/Cloudy,0.64,0.5909,0.78,0.1343,51,194,245,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15151,2012-09-28,Winter,2012,9,11,0,5,Working Day,Misty/Cloudy,0.66,0.6212,0.69,0.0,109,252,361,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Morning
15152,2012-09-28,Winter,2012,9,12,0,5,Working Day,Misty/Cloudy,0.7,0.6515,0.54,0.2537,94,286,380,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Afternoon
15153,2012-09-28,Winter,2012,9,13,0,5,Working Day,Misty/Cloudy,0.7,0.6515,0.51,0.2537,106,304,410,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Afternoon
15154,2012-09-28,Winter,2012,9,14,0,5,Working Day,Misty/Cloudy,0.7,0.6515,0.54,0.2537,105,294,399,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Afternoon
15155,2012-09-28,Winter,2012,9,15,0,5,Working Day,Misty/Cloudy,0.68,0.6364,0.54,0.2836,104,288,392,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Afternoon
15156,2012-09-28,Winter,2012,9,16,0,5,Working Day,Misty/Cloudy,0.66,0.6212,0.5,0.2239,83,419,502,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Afternoon
15157,2012-09-28,Winter,2012,9,17,0,5,Working Day,Misty/Cloudy,0.66,0.6212,0.54,0.2985,101,707,808,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Evening
15158,2012-09-28,Winter,2012,9,18,0,5,Working Day,Misty/Cloudy,0.64,0.6212,0.5,0.2239,58,609,667,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Evening
15159,2012-09-28,Winter,2012,9,19,0,5,Working Day,Light Snow/Rain,0.62,0.6212,0.5,0.2537,38,470,508,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Evening
15160,2012-09-28,Winter,2012,9,20,0,5,Working Day,Light Snow/Rain,0.6,0.6212,0.53,0.1642,32,304,336,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Evening
15161,2012-09-28,Winter,2012,9,21,0,5,Working Day,Light Snow/Rain,0.6,0.6212,0.53,0.194,32,205,237,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15162,2012-09-28,Winter,2012,9,22,0,5,Working Day,Misty/Cloudy,0.58,0.5455,0.53,0.2239,30,190,220,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15163,2012-09-28,Winter,2012,9,23,0,5,Working Day,Misty/Cloudy,0.56,0.5303,0.56,0.194,26,164,190,637,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Night
15164,2012-09-29,Winter,2012,9,0,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.54,0.5152,0.6,0.2239,15,134,149,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Night
15165,2012-09-29,Winter,2012,9,1,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.54,0.5152,0.6,0.2239,12,89,101,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Night
15166,2012-09-29,Winter,2012,9,2,0,6,Holiday/Weekend,Misty/Cloudy,0.54,0.5152,0.56,0.2239,12,80,92,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Night
15167,2012-09-29,Winter,2012,9,3,0,6,Holiday/Weekend,Misty/Cloudy,0.52,0.5,0.59,0.194,4,25,29,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Night
15168,2012-09-29,Winter,2012,9,4,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.52,0.5,0.59,0.2537,6,8,14,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Night
15169,2012-09-29,Winter,2012,9,5,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.5,0.4848,0.63,0.194,2,13,15,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Morning
15170,2012-09-29,Winter,2012,9,6,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.5,0.4848,0.63,0.2537,4,33,37,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Morning
15171,2012-09-29,Winter,2012,9,7,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.48,0.4697,0.67,0.2836,12,61,73,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Morning
15172,2012-09-29,Winter,2012,9,8,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.5,0.4848,0.68,0.2836,37,174,211,638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Morning
